score,trades,return_pct,max_dd,win_rate,profit_factor,rsi_entry,rsi_exit,vwap_band,take_profit,stop_loss,max_hold_bars
229.4832051218582,1438,1.6759210182136108,-0.008137178589772278,0.5987482614742698,1.1143575898497309,30,55,0.002,0.0035,0.004,90
229.4727205793943,1450,1.5018608169762526,-0.007268496271513905,0.5862068965517241,1.110722823187174,30,50,0.0025,0.003,0.0035,90
229.4727205793943,1450,1.5018608169762526,-0.007268496271513905,0.5862068965517241,1.110722823187174,30,50,0.0025,0.003,0.0035,60
224.8572752010819,1802,1.5648198944913538,-0.007575087230480355,0.5771365149833518,1.0886481807449542,35,50,0.0025,0.0035,0.0035,60
224.8572752010819,1802,1.5648198944913538,-0.007575087230480355,0.5771365149833518,1.0886481807449542,35,50,0.0025,0.0035,0.0035,90
222.36178365893016,1420,1.5963516355644858,-0.008016605526443359,0.5746478873239437,1.1168022294180955,30,50,0.0025,0.0035,0.0035,60
222.36178365893016,1420,1.5963516355644858,-0.008016605526443359,0.5746478873239437,1.1168022294180955,30,50,0.0025,0.0035,0.0035,90
215.00264261460188,1348,1.6454044677337354,-0.008552145373939394,0.5919881305637982,1.1176272424959839,30,55,0.0025,0.0035,0.004,90
215.00264261460188,1348,1.6454044677337354,-0.008552145373939394,0.5919881305637982,1.1176272424959839,30,55,0.0025,0.0035,0.004,60
210.49906945585053,1471,1.4295724395263054,-0.00748647585406936,0.6043507817811012,1.1025021581816443,30,50,0.002,0.003,0.004,60
210.49906945585053,1471,1.4295724395263054,-0.00748647585406936,0.6043507817811012,1.1025021581816443,30,50,0.002,0.003,0.004,90
205.31576953497387,1706,1.4868797763214925,-0.007873469932797268,0.5914419695193435,1.087346051563157,35,50,0.0025,0.0035,0.004,60
205.31576953497387,1706,1.4868797763214925,-0.007873469932797268,0.5914419695193435,1.087346051563157,35,50,0.0025,0.0035,0.004,90
198.45162624442764,1857,1.4385856402930886,-0.007834001939593653,0.5848142164781907,1.0808316397651694,35,50,0.0025,0.003,0.0035,60
198.45162624442764,1857,1.4385856402930886,-0.007834001939593653,0.5848142164781907,1.0808316397651694,35,50,0.0025,0.003,0.0035,90
194.88266639003467,1380,1.3935816727261408,-0.007901968072403337,0.6014492753623188,1.1051749032637697,30,50,0.0025,0.003,0.004,90
194.88266639003467,1380,1.3935816727261408,-0.007901968072403337,0.6014492753623188,1.1051749032637697,30,50,0.0025,0.003,0.004,60
182.02565123107777,1758,1.3680707229198452,-0.008113735314151422,0.5989761092150171,1.0796883197483491,35,50,0.0025,0.003,0.004,60
182.02565123107777,1758,1.3680707229198452,-0.008113735314151422,0.5989761092150171,1.0796883197483491,35,50,0.0025,0.003,0.004,90
176.57344098503643,1445,1.393221028488556,-0.00866841611258475,0.5910034602076124,1.0987406901192787,30,50,0.002,0.0035,0.004,90
176.57344098503643,1445,1.393221028488556,-0.00866841611258475,0.5910034602076124,1.0987406901192787,30,50,0.002,0.0035,0.004,60
164.66899360069934,1354,1.3583631674696006,-0.009083413539698054,0.587149187592319,1.1012675187750356,30,50,0.0025,0.0035,0.004,60
164.66899360069934,1354,1.3583631674696006,-0.009083413539698054,0.587149187592319,1.1012675187750356,30,50,0.0025,0.0035,0.004,90
